,population,Run,Evacuation percentage,Evacuation time,Flow,Mean exit time,std exit time,relaxation_time,door_size
41,78.0,41,100.0,19.14,4.135338345864661,9.564871794871793,4.814131185817341,,
42,78.0,42,100.0,22.27,3.5981308411214954,9.851153846153846,5.289163629355959,,
43,78.0,43,100.0,18.78,4.273029966703663,9.227307692307692,4.60705266040928,,
44,78.0,44,100.0,18.93,4.074074074074074,9.236923076923077,4.670037211034571,,
45,78.0,45,100.0,20.92,3.804347826086956,10.26602564102564,5.423835404290998,,
46,78.0,46,100.0,19.01,4.223806911684037,9.155641025641026,4.826163701870884,,
47,78.0,47,100.0,21.400000000000002,3.7180106228874936,9.060128205128207,5.154584264942125,,
48,78.0,48,100.0,22.36,3.4482758620689657,12.057307692307692,5.908971315549942,,
49,78.0,49,100.0,21.32,3.7968441814595657,9.959487179487182,5.548262369248171,,
50,95.0,50,100.0,23.0,4.209583519928348,10.477473684210526,6.032746096490854,,
