,max_speed,vision,soc_strength,obs_strength,Run,Evacuation percentage,Evacuation time,Flow,Mean exit time,std exit time
331,4.220703125,1.69140625,1443.359375,3420.8984375,,100.0,26.07,3.868698710433763,13.353599999999998,7.376019090007944
332,4.466796875,3.69140625,1498.046875,3151.3671875,,100.0,24.64,4.0657084188911705,11.745500000000003,6.15725151444386
333,4.220703125,4.82421875,1443.359375,3420.8984375,,100.0,42.27,2.3426407950780876,15.1976,8.983079393723479
334,3.466796875,4.82421875,1443.359375,3420.8984375,,100.0,31.12,3.254437869822485,14.811799999999998,8.41421541022673
335,4.220703125,4.82421875,2498.046875,3420.8984375,,100.0,24.18,4.325032765399738,10.8138,5.853554351456434
336,4.720703125,1.82421875,2943.359375,4170.8984375,,100.0,21.93,4.632662611137108,9.9779,5.4138965028373365
337,3.466796875,1.69140625,2498.046875,4651.3671875,,100.0,28.39,3.5714285714285716,12.4718,7.03669090904915
338,3.966796875,1.82421875,2943.359375,4170.8984375,,100.0,23.03,4.409799554565701,10.0705,5.651837705069427
339,4.720703125,1.82421875,1998.046875,4170.8984375,,100.0,24.79,4.131886477462437,11.808899999999996,6.6601035717065695
340,4.720703125,2.69140625,2943.359375,4170.8984375,,100.0,23.03,4.384410983170947,10.186399999999999,5.667725305747814
341,4.720703125,1.82421875,2943.359375,3901.3671875,,100.0,23.36,4.250751395448691,9.915700000000001,5.843882626432118
342,4.220703125,4.82421875,1443.359375,4651.3671875,,100.0,31.59,3.225806451612903,16.9887,7.915102640400868
343,3.966796875,2.69140625,1998.046875,3901.3671875,,100.0,24.57,4.154427192614351,11.216000000000001,6.082349692164844
344,3.720703125,3.82421875,1943.359375,2670.8984375,,100.0,25.27,3.9919354838709675,11.146700000000001,6.335500754327223
345,4.966796875,3.82421875,1943.359375,2670.8984375,,99.0,25.34,4.052936311000827,12.91959595959596,7.203719549322394
346,3.720703125,4.69140625,1943.359375,2670.8984375,,100.0,27.12,3.7106446776611692,11.8629,6.890729725617973
347,3.720703125,3.82421875,2998.046875,2670.8984375,,100.0,22.86,4.398045313194136,9.8825,5.986659137303762
348,3.720703125,3.82421875,1943.359375,2401.3671875,,100.0,23.54,4.332603938730854,10.7457,6.268897451914991
349,3.970703125,1.32421875,1193.359375,2295.8984375,,100.0,30.35,3.3423362592842674,15.458499999999999,8.875128040049491
350,4.716796875,1.32421875,1193.359375,2295.8984375,,100.0,34.72,2.918632075471698,19.5547,10.527828102488925
351,4.966796875,4.69140625,2998.046875,2401.3671875,,100.0,22.080000000000002,4.6304957904583715,10.579699999999997,5.754721812686878
352,3.970703125,1.32421875,1748.046875,2295.8984375,,100.0,32.76,3.0256723716381417,18.055699999999998,10.153409464188607
353,3.970703125,1.32421875,1193.359375,3526.3671875,,100.0,32.54,3.1358885017421603,16.7977,8.089163577517665
354,4.716796875,3.19140625,1748.046875,3526.3671875,,100.0,24.28,4.182509505703422,11.7925,6.578543846582931
355,4.970703125,3.32421875,2193.359375,3795.8984375,,100.0,22.330000000000002,4.5875810936051895,9.9197,5.490978359403208
356,3.970703125,3.19140625,1193.359375,2295.8984375,,100.0,36.12,2.77855739545327,17.614,10.18352541603299
357,4.970703125,1.19140625,2193.359375,3795.8984375,,100.0,23.240000000000002,4.378593542680229,10.5393,6.287358529846081
358,3.716796875,3.32421875,2193.359375,3795.8984375,,100.0,26.42,3.9114974318451203,11.800699999999999,6.618898143676456
359,3.716796875,1.19140625,2748.046875,2026.3671875,,100.0,23.75,4.274611398963731,10.645299999999999,6.003596305212368
360,4.970703125,3.32421875,2748.046875,3795.8984375,,100.0,21.080000000000002,4.910714285714286,10.2778,5.479054253714915
361,4.970703125,3.32421875,2193.359375,2026.3671875,,100.0,21.01,4.888888888888889,10.5084,5.750001971014155
362,3.216796875,2.32421875,1693.359375,3045.8984375,,100.0,27.97,3.579175704989154,12.880700000000001,6.9213699605867856
363,4.470703125,2.32421875,1693.359375,3045.8984375,,100.0,27.16,3.7009345794392523,13.357800000000003,7.376344469815231
364,4.470703125,2.19140625,1693.359375,3045.8984375,,100.0,24.98,4.092600248036378,10.9781,6.270789858099572
365,4.470703125,2.32421875,1248.046875,3045.8984375,,100.0,29.88,3.327731092436975,15.362700000000002,8.410206864581305
366,4.470703125,2.32421875,1693.359375,2776.3671875,,100.0,27.13,3.7134283570892723,13.302500000000002,7.936034856426995
