,prob_nearest,Run,Evacuation percentage,Flow,Mean exit time,std exit time
74,0.7000000000000001,74,100.0,4.528819762122598,10.7939,5.860682191304588
75,0.7000000000000001,75,100.0,4.0657084188911705,11.754799999999998,6.646315677185976
76,0.7000000000000001,76,100.0,3.922345483359747,12.887599999999997,6.946093898331957
77,0.7000000000000001,77,100.0,4.087530966143683,11.9659,6.311272438096678
78,0.7000000000000001,78,100.0,3.7771842808088514,12.5549,6.724953155182119
79,0.7000000000000001,79,100.0,4.332603938730853,11.515200000000002,6.399304330877843
80,0.8,80,100.0,3.859649122807017,11.730900000000002,6.634146759171238
81,0.8,81,100.0,3.998384491114701,11.2274,6.645936803792225
82,0.8,82,100.0,4.267241379310345,11.122000000000003,6.372346031046489
83,0.8,83,100.0,4.047424366312346,11.7126,6.30565941408705
84,0.8,84,100.0,3.76999238385377,12.7627,7.0796741143683
85,0.8,85,100.0,3.714821763602251,13.4757,7.344944561816761
86,0.8,86,100.0,4.4634806131650135,10.5705,5.92545670148826
87,0.8,87,100.0,4.209183673469388,11.9256,6.05272078732308
88,0.8,88,100.0,4.221748400852879,11.015400000000001,6.102141107923522
89,0.8,89,100.0,4.175453395191902,10.824700000000002,6.106102338454275
90,0.9,90,100.0,4.1736930860033725,11.419299999999998,6.226023952132311
91,0.9,91,100.0,4.252577319587629,11.148399999999999,6.061126294641612
92,0.9,92,100.0,3.956834532374101,11.8331,6.4745086307843485
93,0.9,93,100.0,3.8327526132404177,12.483799999999999,6.576262605658769
94,0.9,94,100.0,3.8536395484624366,12.319000000000003,7.286625842021542
95,0.9,95,100.0,4.062371768567911,11.5632,6.388985768611099
96,0.9,96,100.0,4.080791426215994,11.293099999999997,6.431683050227667
97,0.9,97,100.0,3.974307507025291,12.1358,6.660986698528965
98,0.9,98,100.0,3.8884524744697564,12.819999999999999,7.168991307264667
99,0.9,99,100.0,4.2857142857142865,11.273499999999999,6.227939227401149
100,1.0,100,100.0,3.790199081163859,12.006400000000001,6.678405350096835
101,1.0,101,100.0,3.674832962138085,12.838700000000001,7.30056364988763
102,1.0,102,100.0,3.8777908343125733,11.886,6.6671186210439295
103,1.0,103,100.0,4.149203688181056,11.759299999999998,6.46966320060735
104,1.0,104,100.0,4.001616814874697,12.341500000000002,6.571732605975721
105,1.0,105,100.0,3.975903614457831,11.312100000000001,6.3481711826034095
106,1.0,106,100.0,3.6898993663809168,14.114600000000001,7.68429651755429
107,1.0,107,100.0,4.243463351907415,11.9598,6.117272281141012
108,1.0,108,100.0,3.868698710433763,13.210600000000001,6.574676367193547
109,1.0,109,100.0,4.2362002567394095,11.312900000000003,6.48063164009076
