,max_speed,vision,soc_strength,obs_strength,Run,Evacuation percentage,Evacuation time,Flow,Mean exit time,std exit time
16,3.580078125,1.54296875,1458.984375,2799.8046875,,100.0,30.21,3.3811475409836063,15.729499999999998,7.938587052740519
17,4.580078125,1.72265625,2458.984375,2741.2109375,,100.0,21.76,4.696394686907021,9.9761,5.620159941467571
18,3.580078125,3.72265625,1458.984375,4241.2109375,,100.0,26.810000000000002,3.710644677661169,12.2269,6.812239978542485
19,4.857421875,3.72265625,2044.921875,2799.8046875,,100.0,22.150000000000002,4.539202200825309,10.2896,5.767215234023745
20,4.607421875,4.22265625,1294.921875,4674.8046875,,100.0,32.71,3.0764449968924796,17.062400000000004,8.951747092048569
21,3.857421875,3.54296875,2458.984375,2741.2109375,,100.0,22.57,4.514363885088919,10.135,5.425414847053289
22,4.580078125,3.54296875,2458.984375,2741.2109375,,100.0,22.79,4.445442299057027,10.990499999999999,5.8264259320284975
23,4.580078125,3.54296875,2458.984375,4299.8046875,,100.0,23.55,4.3478260869565215,10.623400000000002,5.71963413041941
24,4.080078125,2.54296875,1958.984375,4991.2109375,,100.0,25.55,4.029304029304029,11.815400000000002,6.405439200674326
25,4.080078125,2.54296875,2544.921875,4991.2109375,,100.0,24.79,4.062371768567912,10.404399999999999,6.321795921790554
26,3.857421875,1.72265625,1044.921875,4299.8046875,,100.0,39.92,2.5627750453015787,22.323,9.977297006482043
27,3.357421875,2.54296875,1958.984375,4991.2109375,,100.0,26.91,3.6912751677852347,12.544000000000004,6.623770021138211
28,4.080078125,2.72265625,1958.984375,4991.2109375,,100.0,24.44,4.212765957446808,11.454100000000004,6.012941110469967
29,4.080078125,2.54296875,1958.984375,3549.8046875,,100.0,24.64,4.198473282442748,11.563200000000002,6.337810041426938
30,3.357421875,2.72265625,2544.921875,3549.8046875,,100.0,26.2,3.9161392405063293,12.177900000000001,6.658200729896626
31,4.580078125,3.54296875,1044.921875,2741.2109375,,100.0,33.65,2.997275204359673,18.5442,8.996112648687697
32,4.357421875,4.54296875,2958.984375,3491.2109375,,100.0,22.12,4.570637119113574,10.3302,5.44197174976612
33,3.111328125,1.73046875,2302.734375,2131.8359375,,100.0,26.36,3.945795137504982,12.3352,6.510104574871097
34,3.888671875,1.73046875,2302.734375,2131.8359375,,100.0,23.69,4.370860927152317,11.385300000000003,6.092899900869882
35,3.080078125,4.54296875,2958.984375,3491.2109375,,100.0,28.79,3.520625889046942,12.2852,7.238497316013827
36,3.111328125,1.73046875,2302.734375,2377.9296875,,100.0,23.8,4.319371727748691,10.5582,5.869149505609132
37,3.111328125,1.73046875,2638.671875,2131.8359375,,100.0,25.72,3.995157384987894,11.591,6.190310855267972
38,3.080078125,4.54296875,2958.984375,2049.8046875,,100.0,26.52,3.8120908740854835,11.166400000000001,6.575295134137335
39,3.080078125,4.72265625,2958.984375,3491.2109375,,100.0,27.240000000000002,3.7800687285223367,12.543200000000002,6.838534883550376
40,3.080078125,4.54296875,1544.921875,3491.2109375,,100.0,27.57,3.6926519955240584,12.646700000000001,7.173447117352615
41,3.111328125,4.16015625,2302.734375,2131.8359375,,100.0,25.400000000000002,3.961584633853541,11.579,6.465687601610223
42,3.888671875,4.16015625,2638.671875,2377.9296875,,100.0,25.73,3.9239001189060643,10.9682,6.232988222499557
43,4.357421875,4.72265625,1544.921875,2049.8046875,,100.0,26.990000000000002,3.79601226993865,14.427200000000001,6.963860545485506
44,4.111328125,2.16015625,1302.734375,3631.8359375,,100.0,28.98,3.508150248051028,13.7746,8.007389191026352
45,4.111328125,3.73046875,1302.734375,3631.8359375,,100.0,25.490000000000002,3.9679358717434865,12.387600000000003,6.700776695520627
46,4.888671875,2.16015625,1638.671875,3877.9296875,,100.0,25.55,3.996770286637061,12.8868,6.969029884808468
47,4.611328125,1.16015625,2802.734375,2881.8359375,,100.0,22.75,4.551724137931035,11.398,5.822193519090325
48,4.111328125,3.73046875,1638.671875,3631.8359375,,100.0,24.16,4.259896729776248,11.5021,6.046375706306893
49,4.611328125,2.73046875,2802.734375,2881.8359375,,100.0,21.0,4.869650762420069,10.1478,5.167793343430447
50,4.388671875,1.16015625,2138.671875,4627.9296875,,100.0,24.36,4.128440366972477,10.681499999999998,6.170256346687582
51,4.111328125,3.73046875,1302.734375,3877.9296875,,100.0,26.82,3.6926519955240584,12.493799999999997,7.277980458585717
52,4.388671875,2.73046875,2802.734375,2881.8359375,,100.0,22.46,4.481665912177456,10.2847,5.807116750987185
53,4.888671875,3.73046875,1302.734375,3631.8359375,,100.0,25.97,3.909952606635071,13.4037,6.832041216343633
54,4.611328125,2.73046875,2138.671875,2881.8359375,,100.0,23.78,4.315605928509154,11.2048,6.384255804854485
55,4.611328125,2.73046875,2802.734375,4627.9296875,,100.0,24.25,4.203821656050955,11.079899999999999,6.265245244178153
56,3.611328125,3.16015625,1802.734375,4381.8359375,,100.0,29.2,3.4627492130115427,13.101199999999999,7.518807029809659
57,3.861328125,2.23046875,1052.734375,4756.8359375,,100.0,31.73,3.1619290961354203,14.927100000000001,8.993905713865306
58,3.611328125,4.73046875,1802.734375,4381.8359375,,100.0,28.86,3.4506796793307775,13.194199999999999,7.843425115047223
59,3.388671875,3.16015625,1138.671875,3127.9296875,,100.0,30.0,3.4079173838209984,14.593000000000002,8.310981721296056
60,3.388671875,4.73046875,1802.734375,4381.8359375,,100.0,29.21,3.4102652428522218,13.956300000000004,7.495313506155401
61,3.611328125,4.73046875,1802.734375,3127.9296875,,100.0,27.55,3.772865853658536,13.0863,6.957227425091439
62,3.138671875,2.23046875,1052.734375,4756.8359375,,100.0,37.89,2.689486552567237,18.6613,10.614062299371975
63,3.861328125,2.23046875,2388.671875,4756.8359375,,100.0,25.43,4.004854368932039,10.939899999999998,6.005726643392248
64,3.611328125,4.73046875,1138.671875,4381.8359375,,100.0,38.83,2.5502318392581143,19.0876,11.01922251744146
65,4.861328125,2.66015625,2052.734375,3256.8359375,,100.0,23.42,4.368932038834951,11.870800000000001,6.3519243373861745
66,3.138671875,4.66015625,2388.671875,4252.9296875,,100.0,29.17,3.3950617283950617,11.8707,6.883972933084088
67,3.861328125,2.23046875,1052.734375,4252.9296875,,100.0,36.63,2.7910910628700307,18.8001,10.759275959924915
68,4.861328125,4.23046875,2052.734375,3256.8359375,,100.0,23.72,4.283859800951969,11.081900000000001,6.1497148977194325
