,init_desired_speed,Run,Flow / Desired Velocity,width,height,population,vision,max_speed,timestep,prob_nearest
0,0.5,0,0.0,15,15,200,1,5,0.01,1
1,1.0,1,0.0,15,15,200,1,5,0.01,1
