,door_size,Run,Evacuation percentage,Evacuation time,Flow,Mean exit time,std exit time,population
111,1.7052631578947368,150,100.0,16.85,8.847980997624703,8.268,4.3575750599025325,150
112,1.7052631578947368,150,100.0,17.3,8.83224659158269,8.608866666666666,4.69721187281094,150
113,1.8157894736842106,150,100.0,14.21,10.612535612535611,7.348999999999999,3.5744183832511114,150
114,1.8157894736842106,150,100.0,14.950000000000001,10.1775956284153,6.836666666666667,3.894542157041748,150
115,1.8157894736842106,150,100.0,15.15,10.254645560908465,7.614733333333334,3.8821062049008592,150
116,1.8157894736842106,150,100.0,14.14,10.844250363901018,6.885866666666668,3.5406436275823,150
117,1.8157894736842106,150,100.0,14.49,10.448807854137447,6.805533333333333,3.5930543617558084,150
118,1.8157894736842106,150,100.0,14.68,10.156782549420587,6.998066666666667,3.7507487747601345,150
119,1.9263157894736844,150,100.0,13.75,10.844250363901018,6.736533333333334,3.4369826369262384,150
120,1.9263157894736844,150,100.0,13.88,10.844250363901018,6.898533333333333,3.390608701200014,150
121,1.8157894736842106,150,100.0,15.55,9.939959973315544,7.489533333333334,3.986940314244901,150
122,1.9263157894736844,150,100.0,13.9,10.727141828653707,6.673333333333333,3.636694912711703,150
124,1.9263157894736844,150,100.0,13.52,11.028867505551444,6.6998,3.370814823923321,150
101,1.7052631578947368,150,100.0,15.47,9.656513285806868,7.5578,4.014684600681979,150
149,2.1473684210526316,150,100.0,12.81,12.293729372937293,6.3432,3.1839984401871324,150
151,2.2578947368421054,150,100.0,12.07,13.185840707964601,6.049000000000001,2.970436604972588,150
177,2.478947368421053,150,100.0,11.33,13.63220494053065,5.577133333333334,2.751908266933999,150
178,2.478947368421053,150,100.0,11.73,13.139329805996473,5.739266666666669,2.81029031834401,150
179,2.478947368421053,150,100.0,11.6,12.911611785095321,5.835466666666668,2.9326865587548845,150
180,2.5894736842105264,150,100.0,11.08,14.437984496124031,5.524533333333334,2.67834507319281,150
181,2.5894736842105264,150,100.0,11.16,14.096499526963102,5.6264666666666665,2.6223262219483057,150
182,2.5894736842105264,150,100.0,11.540000000000001,13.619744058500913,5.602799999999999,2.7855256561748005,150
183,2.5894736842105264,150,100.0,11.59,13.459801264679314,5.7984,2.792127013899075,150
184,2.5894736842105264,150,100.0,10.76,13.86046511627907,5.105133333333333,2.852153722117048,150
185,2.5894736842105264,150,100.0,11.16,13.582497721057429,5.491533333333334,2.7248453528352776,150
186,2.5894736842105264,150,100.0,11.5,12.967798085291557,5.7086,2.7824268847765823,150
187,2.5894736842105264,150,100.0,10.65,14.00375939849624,5.2641333333333336,2.636851434089265,150
188,2.5894736842105264,150,100.0,10.93,13.925233644859814,5.471999999999999,2.780218232948412,150
189,2.5894736842105264,150,100.0,11.61,13.8347260909935,5.916200000000001,2.7392208930042754,150
190,2.7,150,100.0,10.6,15.111561866125761,5.398733333333333,2.5660371600846164,150
191,2.7,150,100.0,10.59,14.974874371859297,5.330333333333333,2.5560501766578922,150
192,2.7,150,100.0,10.77,14.19047619047619,5.3102,2.62645050241019,150
193,2.7,150,100.0,10.46,14.75247524752475,5.292466666666667,2.5654615965902545,150
194,2.7,150,100.0,10.89,14.244741873804971,5.517799999999999,2.6597279645929177,150
195,2.7,150,100.0,10.24,14.73788328387735,5.097266666666666,2.5545251063584518,150
196,2.7,150,100.0,11.120000000000001,14.258373205741625,5.5874,2.6953298984994336,150
197,2.7,150,100.0,10.700000000000001,14.299424184261035,5.371666666666667,2.7056928343118574,150
176,2.478947368421053,150,100.0,11.36,13.127753303964758,5.822533333333334,2.7944550048353287,150
150,2.2578947368421054,150,100.0,12.07,12.833763996554694,6.0868,2.9276672162079933,150
175,2.478947368421053,150,100.0,10.92,14.50827653359299,5.5519333333333325,2.685815261645298,150
173,2.478947368421053,150,100.0,11.09,13.925233644859814,5.412200000000001,2.7583824337837406,150
152,2.2578947368421054,150,100.0,12.34,12.691652470187393,6.243800000000001,3.026552443172787,150
153,2.2578947368421054,150,100.0,11.94,13.375224416517057,6.175866666666668,2.9592712205202742,150
154,2.2578947368421054,150,100.0,12.63,12.055016181229773,6.213666666666668,3.092967866582782,150
155,2.2578947368421054,150,100.0,12.01,12.911611785095321,6.0371999999999995,3.0074458203625394,150
156,2.2578947368421054,150,100.0,11.52,13.116197183098592,5.672666666666666,3.0671005188681315,150
157,2.2578947368421054,150,100.0,12.08,12.833763996554694,6.047866666666668,2.954313780726214,150
158,2.2578947368421054,150,100.0,12.280000000000001,12.64855687606112,5.867799999999999,2.8965292514832277,150
159,2.2578947368421054,150,100.0,11.57,13.570127504553733,5.884800000000001,2.8415991149705375,150
160,2.368421052631579,150,100.0,11.66,13.139329805996473,5.804666666666667,2.997260419511685,150
161,2.368421052631579,150,100.0,11.71,13.070175438596491,5.746666666666667,2.9241121331675717,150
162,2.368421052631579,150,100.0,11.89,12.542087542087542,5.838600000000001,2.9905600988273062,150
163,2.368421052631579,150,100.0,11.85,12.911611785095321,5.803066666666667,2.9679407695628144,150
164,2.368421052631579,150,100.0,11.9,13.093145869947275,5.8384,2.867702136489102,150
165,2.368421052631579,150,100.0,12.4,12.025827280064568,6.2910666666666675,3.0102603393995624,150
166,2.368421052631579,150,100.0,11.64,13.024475524475523,5.7198666666666655,2.96858857083771,150
167,2.368421052631579,150,100.0,11.65,12.800687285223367,5.672066666666666,2.917279070766762,150
168,2.368421052631579,150,100.0,11.39,13.093145869947275,5.598,2.836019992167396,150
169,2.478947368421053,150,100.0,11.69,12.756849315068493,5.706000000000001,2.898240382617743,150
170,2.368421052631579,150,100.0,12.030000000000001,13.339301700984779,6.2478,2.8601529667639443,150
171,2.478947368421053,150,100.0,11.56,13.047285464098074,5.844733333333333,2.89322390410492,150
172,2.478947368421053,150,100.0,11.3,13.707451701931921,5.693799999999999,2.7856619157257456,150
174,2.478947368421053,150,100.0,11.72,12.724167378309136,5.730533333333333,2.939209542339702,150
100,1.7052631578947368,150,100.0,15.47,9.973226238286479,7.861400000000001,4.00058721025372,150
99,1.5947368421052632,150,100.0,18.02,8.456299659477866,8.731133333333336,4.8594520828856105,150
98,1.5947368421052632,150,100.0,18.57,8.133187772925764,9.520933333333332,4.882656932486445,150
26,0.8210526315789474,150,100.0,61.51,2.456313880646225,31.489266666666676,17.2629250127412,150
27,0.9315789473684211,150,100.0,38.2,3.9025667888947093,17.85466666666667,9.611530663750894,150
28,0.8210526315789474,150,100.0,62.89,2.3939588688946016,31.924133333333334,18.081706361639263,150
29,0.8210526315789474,150,100.0,62.21,2.42671009771987,30.314533333333337,18.299847308809085,150
30,0.9315789473684211,150,100.0,50.83,2.9545905215149713,26.089466666666667,14.985965057577543,150
31,0.9315789473684211,150,100.0,43.51,3.4935521688159437,20.650133333333333,12.25612806517165,150
32,0.9315789473684211,150,100.0,42.63,3.544243577545195,21.890200000000007,10.742978944595714,150
33,0.8210526315789474,150,100.0,68.39,2.2008862629246675,36.995133333333335,17.63011253801031,150
34,0.9315789473684211,150,100.0,44.7,3.3725667722951562,21.882599999999996,12.85073295535834,150
35,0.9315789473684211,150,100.0,44.28,3.44987265570734,21.1772,12.44317009609161,150
36,0.9315789473684211,150,100.0,49.08,3.0658436213991767,23.85906666666667,14.431911059910371,150
37,0.9315789473684211,150,100.0,47.230000000000004,3.207750269106566,21.1408,13.853233650566255,150
38,1.0421052631578949,150,100.0,33.43,4.54684162343607,15.737600000000002,9.063874875481748,150
39,1.0421052631578949,150,100.0,37.27,4.0911587040087865,19.667,10.535328024185162,150
40,1.0421052631578949,150,100.0,37.49,4.024851431658562,18.188133333333337,10.877711673751548,150
41,0.9315789473684211,150,100.0,49.800000000000004,3.035241393359136,24.516133333333332,13.82756879476827,150
42,0.9315789473684211,150,100.0,49.800000000000004,3.0284552845528454,25.497066666666665,14.411666300813225,150
43,1.0421052631578949,150,100.0,35.69,4.249857387335996,18.096333333333334,9.860860358114659,150
44,1.0421052631578949,150,100.0,34.52,4.420053396618214,17.721200000000003,9.773531158287337,150
45,1.0421052631578949,150,100.0,32.51,4.58743842364532,15.792133333333334,9.254238904427728,150
46,1.0421052631578949,150,100.0,36.99,4.077723043240285,19.133933333333335,10.976148815241059,150
25,0.8210526315789474,150,100.0,59.67,2.549623545516769,30.437533333333327,15.018412499626868,150
47,1.0421052631578949,150,100.0,36.58,4.151574254667038,16.233466666666665,9.624912515015406,150
24,0.8210526315789474,150,100.0,60.88,2.4624029086101467,29.770733333333336,15.528777273812862,150
22,0.7105263157894737,150,98.66666666666667,90.03,1.6402588707877706,45.10168918918919,26.781573175470474,150
1,0.6,150,77.33333333333333,99.86,1.1625556004852406,44.964137931034486,27.73651161630963,150
2,0.6,150,80.66666666666666,99.83,1.210165389269867,48.67826446280991,27.66311547523423,150
3,0.6,150,75.33333333333333,99.83,1.1328006473146555,49.51575221238939,25.233575202683465,150
4,0.6,150,66.66666666666666,98.68,1.017158121853488,46.75540000000001,23.55323900263298,150
5,0.6,150,62.0,99.52,0.9307030854830551,45.13655913978496,28.08173038667759,150
6,0.6,150,68.66666666666667,99.98,1.0347976057624022,51.20747572815534,25.96442368871588,150
7,0.6,150,60.0,99.9,0.898989898989899,54.45811111111111,22.483019005085175,150
8,0.7105263157894737,150,99.33333333333333,78.75,1.8976791896396976,36.26181208053691,21.324825434274615,150
9,0.7105263157894737,150,99.33333333333333,75.47,1.979933110367893,34.89503355704698,21.062485628326513,150
10,0.7105263157894737,150,98.66666666666667,97.21000000000001,1.5174976772994735,51.08716216216216,25.86935520709141,150
11,0.6,150,78.66666666666666,98.38,1.2003693444136658,47.17093220338983,23.874693822256138,150
12,0.7105263157894737,150,95.33333333333334,87.41,1.637642717102987,43.44181818181818,25.91379252733586,150
13,0.7105263157894737,150,71.33333333333334,99.22,1.079759600692676,45.87317757009346,31.33157047892299,150
14,0.6,150,54.0,77.9,1.0416666666666665,41.626913580246914,23.096387685197403,150
15,0.7105263157894737,150,94.66666666666667,99.11,1.4359914451573481,51.551690140845075,26.55969238403397,150
16,0.7105263157894737,150,98.66666666666667,86.11,1.7336950112041514,43.47412162162162,24.142345667421043,150
17,0.8210526315789474,150,100.0,57.58,2.628329511377668,28.388333333333332,15.222750301236001,150
18,0.7105263157894737,150,99.33333333333333,83.12,1.8011439698186686,44.049664429530196,22.74977117247875,150
19,0.7105263157894737,150,98.66666666666667,76.73,1.9288807243143942,36.50628378378378,21.36166759778774,150
20,0.8210526315789474,150,100.0,60.6,2.461182689131153,30.804999999999993,16.379559317112864,150
21,0.8210526315789474,150,100.0,61.95,2.4430234464666336,31.414600000000004,16.94656658342459,150
23,0.8210526315789474,150,100.0,68.08,2.208716276311889,35.86933333333334,19.397569994724176,150
48,1.1526315789473685,150,100.0,26.810000000000002,5.669710806697108,12.6686,7.099476966272295,150
49,1.0421052631578949,150,100.0,37.32,4.043419267299864,18.334533333333333,10.817342252370576,150
50,1.0421052631578949,150,100.0,32.02,4.736172917991099,15.331866666666665,8.490571983061717,150
77,1.3736842105263158,150,100.0,19.82,7.521453811206462,8.8622,5.000650410045671,150
78,1.3736842105263158,150,100.0,20.1,7.446276861569215,9.798133333333332,5.188010362916315,150
79,1.4842105263157896,150,100.0,19.53,7.676455435342607,9.166733333333335,5.1104758176488865,150
80,1.3736842105263158,150,100.0,20.990000000000002,7.1703561116458125,9.97,5.737529693157655,150
81,1.4842105263157896,150,100.0,17.77,8.480364257256687,8.609466666666668,4.590268051810487,150
82,1.4842105263157896,150,100.0,18.75,7.950907150480257,9.081066666666665,4.953612761560888,150
83,1.4842105263157896,150,100.0,19.3,7.89613142554319,9.394,5.144246150445742,150
84,1.4842105263157896,150,100.0,19.46,7.959401709401709,9.673266666666668,5.19561928234444,150
85,1.4842105263157896,150,100.0,18.64,8.282379099499721,8.867,4.8587238015620695,150
86,1.4842105263157896,150,100.0,19.47,7.917109458023379,9.296933333333333,5.180365998143409,150
87,1.5947368421052632,150,100.0,16.46,9.05775075987842,7.970600000000001,4.29856839443212,150
88,1.4842105263157896,150,100.0,18.56,8.333333333333334,9.033466666666667,4.813686442147117,150
89,1.4842105263157896,150,100.0,19.47,8.084644601193705,9.912333333333335,5.025940416414746,150
90,1.4842105263157896,150,100.0,18.57,8.080260303687634,9.337133333333332,4.8749137781625445,150
91,1.5947368421052632,150,100.0,17.67,8.437146092865232,8.723933333333333,4.630805936301671,150
92,1.5947368421052632,150,100.0,16.42,9.365179132620993,7.850533333333335,4.131218483280636,150
93,1.5947368421052632,150,100.0,17.64,8.754406580493537,8.103133333333334,4.4469624859256935,150
94,1.5947368421052632,150,100.0,16.17,9.406565656565656,7.790866666666666,4.146132011072953,150
95,1.5947368421052632,150,100.0,15.34,9.725848563968668,7.180533333333335,3.9391422066720043,150
96,1.5947368421052632,150,100.0,17.66,8.842729970326408,8.535,4.649404919705591,150
97,1.5947368421052632,150,100.0,16.46,9.254658385093167,8.024000000000001,4.1763898542599085,150
76,1.3736842105263158,150,100.0,20.32,7.336287543082226,10.146333333333333,5.159802870261156,150
75,1.3736842105263158,150,100.0,19.84,7.784743991640543,9.7172,5.14720007552161,150
74,1.3736842105263158,150,100.0,20.43,7.446276861569216,9.523800000000001,5.325763098109154,150
73,1.3736842105263158,150,100.0,21.53,7.044917257683214,10.656199999999998,5.921811652553815,150
51,1.1526315789473685,150,100.0,28.22,5.386840202458424,13.692733333333333,7.459744215046183,150
52,1.1526315789473685,150,100.0,33.72,4.420053396618214,16.3428,10.01098357342487,150
53,1.1526315789473685,150,100.0,26.71,5.643939393939394,13.191933333333333,7.263557903558318,150
54,1.1526315789473685,150,100.0,25.1,6.032388663967611,11.728800000000003,6.770758775001642,150
55,1.1526315789473685,150,100.0,25.51,5.993563958165727,12.2746,6.550662411302054,150
56,1.1526315789473685,150,100.0,30.07,5.035484961135519,14.2272,7.918285279769356,150
57,1.1526315789473685,150,100.0,28.73,5.242786769880365,12.8432,7.976727165226123,150
58,1.263157894736842,150,100.0,23.93,6.332341691457713,10.813266666666667,6.327652585584,150
59,1.1526315789473685,150,100.0,28.68,5.294953802416489,14.356933333333332,7.956032277011021,150
60,1.1526315789473685,150,100.0,26.8,5.599398722284856,14.051933333333332,7.168177597035373,150
198,2.7,150,100.0,10.36,14.607843137254903,4.9967999999999995,2.511993331329583,150
61,1.263157894736842,150,100.0,22.78,6.598759964570416,10.787666666666667,6.1566188987123525,150
63,1.263157894736842,150,100.0,21.35,7.071665875652586,10.2058,5.715859635184153,150
64,1.263157894736842,150,100.0,22.86,6.672637707120466,10.956599999999998,5.901582637239021,150
65,1.263157894736842,150,100.0,24.32,6.162117452440033,11.949,6.554110626727516,150
66,1.263157894736842,150,100.0,24.48,6.089088680016347,12.270600000000002,6.665553162824744,150
67,1.263157894736842,150,100.0,25.71,6.037277147487845,13.332733333333332,6.94204357439611,150
68,1.3736842105263158,150,100.0,21.13,7.282502443792767,10.675933333333333,5.50492361639754,150
69,1.263157894736842,150,100.0,27.78,5.43002915451895,14.230266666666667,7.464021258760617,150
70,1.3736842105263158,150,100.0,19.580000000000002,7.716209218021749,9.175133333333331,5.1469774458161845,150
71,1.3736842105263158,150,100.0,20.330000000000002,7.336287543082225,9.460999999999999,5.337938640165743,150
72,1.263157894736842,150,100.0,26.85,5.5514157973174365,13.791200000000002,7.846126896448196,150
62,1.263157894736842,150,100.0,25.94,5.746239876590821,12.679,7.106632382887366,150
199,2.7,150,100.0,11.040000000000001,13.508612873980052,5.495266666666667,2.740713348738838,150
