,door_size,Run,Evacuation percentage,Evacuation time,Flow,Mean exit time,std exit time,population
0,0.6,150,84.66666666666667,97.81,1.3096351730589335,46.90330708661418,27.61558471470608,150
127,1.9263157894736844,150,100.0,13.86,11.287878787878789,6.640000000000001,3.515813175053418,150
128,1.9263157894736844,150,100.0,13.63,11.60436137071651,6.6844,3.400538346641582,150
129,1.9263157894736844,150,100.0,13.93,10.988200589970502,6.902866666666665,3.563209724272469,150
130,2.0368421052631582,150,100.0,13.08,11.741528762805359,6.434066666666666,3.2770864242139446,150
131,2.0368421052631582,150,100.0,13.49,11.053412462908012,6.255266666666667,3.369443563618722,150
132,2.0368421052631582,150,100.0,13.01,11.844197138314785,6.354666666666668,3.2717090471931423,150
133,2.0368421052631582,150,100.0,13.32,11.194590533433509,6.271733333333334,3.338667046372315,150
134,2.0368421052631582,150,100.0,12.76,11.686274509803921,5.931533333333333,3.174489704099191,150
135,2.0368421052631582,150,100.0,13.21,11.958266452648473,6.399400000000001,3.364352651714839,150
136,2.0368421052631582,150,100.0,13.18,11.391437308868502,6.280600000000001,3.271282044514826,150
137,2.0368421052631582,150,100.0,13.88,11.374045801526716,6.8774,3.434557781485473,150
138,2.0368421052631582,150,100.0,12.96,11.568322981366459,6.257999999999999,3.2441542677178097,150
139,2.0368421052631582,150,100.0,13.24,11.26228269085412,6.568999999999999,3.336744535315782,150
140,2.1473684210526316,150,100.0,12.05,12.385702410640066,5.866733333333334,3.023285802319323,150
141,2.1473684210526316,150,100.0,12.73,12.113821138211382,6.204199999999999,3.134693560480961,150
142,2.1473684210526316,150,100.0,13.08,11.686274509803921,6.519266666666668,3.258501137019175,150
143,2.1473684210526316,150,100.0,12.75,12.233169129720855,6.218533333333335,3.215545793050315,150
144,2.1473684210526316,150,100.0,13.16,11.541440743609606,6.433666666666666,3.1934323157470037,150
145,2.1473684210526316,150,99.33333333333333,12.27,12.692967409948542,5.986845637583892,3.0382634369813513,150
146,2.1473684210526316,150,100.0,12.58,12.263374485596707,6.046666666666667,3.105931901280435,150
147,2.1473684210526316,150,100.0,12.86,11.863057324840765,6.198600000000002,3.2831469250619327,150
126,1.9263157894736844,150,100.0,13.56,10.99630996309963,6.364199999999999,3.3794136479612624,150
148,2.1473684210526316,150,100.0,12.5,12.243221035332786,6.030133333333334,3.136784782870705,150
125,1.9263157894736844,150,100.0,13.75,10.844250363901018,6.790533333333332,3.4730353021947287,150
123,1.9263157894736844,150,100.0,13.99,10.81277213352685,6.924533333333334,3.450976826338944,150
102,1.7052631578947368,150,100.0,16.54,9.024833434282254,8.283933333333334,4.405100292403086,150
103,1.7052631578947368,150,100.0,16.73,9.306683322923172,8.444600000000001,4.2304632887644695,150
104,1.7052631578947368,150,100.0,15.42,10.026917900403769,7.487733333333332,3.95595348583662,150
105,1.7052631578947368,150,100.0,15.49,9.86101919258769,7.6324000000000005,4.143604707637345,150
106,1.7052631578947368,150,100.0,15.540000000000001,9.706840390879478,7.576733333333333,4.049912501609573,150
107,1.7052631578947368,150,100.0,15.870000000000001,9.394703656998738,7.655466666666665,4.210363944584992,150
108,1.8157894736842106,150,100.0,13.81,11.270801815431165,6.762466666666666,3.439281752836121,150
109,1.8157894736842106,150,100.0,14.27,10.899780541331383,6.972866666666666,3.5061995595274413,150
110,1.8157894736842106,150,100.0,14.950000000000001,10.219478737997255,7.625066666666668,3.8792183788006906,150
